,Company,Location_HQ,Industry,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,Census Count,List_of_Employees_Laid_Off
402,Lucira Health,SF Bay Area,Healthcare,0.1514285714285714,24-02-2023,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,132.0,Post-IPO,24-02-2023 18:31,United States,26.0,Unknown
403,Stax,Orlando,Finance,0.1657142857142857,24-02-2023,https://www.bizjournals.com/orlando/inno/stories/news/2023/02/24/florida-2023-tech-jobs-layoffs-stax-technology.html,263.0,Series D,26-02-2023 02:05,United States,24.0,Unknown
404,EQRx,Boston,Healthcare,0.18,24-02-2023,https://www.biopharmadive.com/news/eqrx-biotech-layoffs-jobs-restructuring/643507/,1900.0,Post-IPO,05-05-2023 20:42,United States,82.66666666666666,Unknown
405,Poshmark,SF Bay Area,Retail,0.02,24-02-2023,https://techcrunch.com/2023/02/24/poshmark-lays-off-employees-just-two-months-after-being-acquired-by-naver/amp/,153.0,Acquired,24-02-2023 16:03,United States,141.33333333333331,Unknown
406,Merative,Ann Arbor,Healthcare,0.1,23-02-2023,https://www.theregister.com/2023/02/23/merative_job_cuts_ibm_watson/,297.5,Acquired,26-02-2023 21:23,United States,200.0,Unknown
407,OneFootball,Berlin,Marketing,0.32,23-02-2023,https://www.businessinsider.de/gruenderszene/business/massenentlassung-onefootball/,442.0,Series D,24-02-2023 16:02,Germany,150.0,Unknown
408,The Iconic,Sydney,Retail,0.06,23-02-2023,https://insideretail.com.au/business/the-iconic-culls-69-roles-as-it-morphs-from-marketplace-to-platform-202302,421.0,Unknown,24-02-2023 05:09,Australia,69.0,Unknown
409,EVgo,Los Angeles,Transportation,0.10666666666666666,23-02-2023,https://www.businesswire.com/news/home/20230223005797/en/EVgo-Inc.-Aligns-Organization-Around-Growing-Its-Charging-Network,400.0,Post-IPO,24-02-2023 05:10,United States,40.0,Unknown
410,StrongDM,SF Bay Area,Infrastructure,0.15333333333333332,23-02-2023,https://www.strongdm.com/blog/strongdm-company-update-letter-from-ceo-to-staff,76.0,Series B,23-02-2023 22:34,United States,40.0,Unknown
411,Dapper Labs,Vancouver,Crypto,0.2,23-02-2023,https://www.theblock.co/post/214755/dapper-labs-said-to-lay-off-20-more-of-its-full-time-employees,607.0,Series D,23-02-2023 22:37,United States,80.0,Unknown
412,Messari,New York City,Crypto,0.15,23-02-2023,https://www.coindesk.com/business/2023/02/23/crypto-analytics-firm-messari-cuts-15-workforce-as-part-of-restructuring/,61.0,Series B,23-02-2023 22:36,United States,120.0,Unknown
413,Vibrent Health,Washington D.C.,Healthcare,0.13,23-02-2023,https://www.bizjournals.com/washington/news/2023/02/23/fairfax-vibrent-health-tech-data-startup-layoffs.html,133.66666666666669,Unknown,26-02-2023 02:08,United States,160.0,Unknown
414,Synamedia,London,Media,0.12,22-02-2023,https://www.calcalistech.com/ctechnews/article/hk2uvdqcs,206.33333333333334,Unknown,27-02-2023 17:29,United Kingdom,200.0,Unknown
415,TaskUs,San Antonio,Support,0.11666666666666667,22-02-2023,https://www.expressnews.com/business/article/taskus-layoff-186-employees-san-antonio-17798813.php,279.0,Post-IPO,23-02-2023 22:35,United States,186.0,Unknown
416,Arch Oncology,St. Louis,Healthcare,0.11333333333333333,22-02-2023,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/22/arch-oncology-layoffs-leaves-cortex-office.html,155.0,Series C,23-02-2023 23:02,United States,218.8,Unknown
417,Immutable,Sydney,Crypto,0.11,22-02-2023,https://www.smh.com.au/technology/australia-s-biggest-crypto-gaming-start-up-slashes-staff-20230222-p5cmii.html,279.0,Series C,22-02-2023 15:18,Australia,251.6,Unknown
418,Jounce Therapeutics,Boston,Healthcare,0.57,22-02-2023,https://www.globenewswire.com/news-release/2023/02/22/2613789/0/en/Jounce-Therapeutics-Announces-Restructuring.html,194.0,Acquired,26-02-2023 02:09,United States,284.4,Unknown
419,Locomation,Pittsburgh,Transportation,1.0,22-02-2023,https://www.bizjournals.com/pittsburgh/news/2023/02/22/locomation-shutting-down-operations-out-of-fund.html,57.0,Seed,23-02-2023 00:24,United States,317.2,Unknown
420,Green Labs,Seoul,Food,0.7,21-02-2023,https://techcrunch.com/2023/03/30/green-labs-secures-38-4m-in-debt-financing-about-a-month-after-conducting-layoff/,214.0,Series C,21-02-2023 19:27,South Korea,350.0,Unknown
421,Polygon,Bengaluru,Crypto,0.2,21-02-2023,https://inc42.com/buzz/polygon-lays-off-20-of-its-workforce-as-part-of-consolidation-process/,451.0,Unknown,21-02-2023 19:54,India,100.0,Unknown
422,Crunchyroll,Tokyo,Media,0.14666666666666667,21-02-2023,https://www.animenewsnetwork.com/news/2023-02-21/crunchyroll-lays-off-approximately-85-employees-globally/.195161,26.0,Unknown,22-02-2023 15:16,Japan,85.0,Unknown
423,Ethos Life,SF Bay Area,Finance,0.09333333333333334,21-02-2023,https://www.coverager.com/ethos-conducts-another-round-of-layoffs/,406.0,Series D,24-02-2023 16:01,United States,50.0,Unknown
424,Basis Technologies,Chicago,Marketing,0.04,21-02-2023,https://www.mediapost.com/publications/article/382752/basis-technologies-lays-off-employees-as-it-restru.html,52.0,Series B,20-06-2023 22:58,United States,40.0,Unknown
425,Bolt,Lagos,Transportation,0.092,21-02-2023,https://techpoint.africa/2023/02/21/bolt-lays-off-17-of-its-70-workers-in-nigeria/,56.5,Series F,22-02-2023 02:48,Nigeria,17.0,Unknown
426,Criteo,Paris,Marketing,0.14400000000000002,21-02-2023,https://digiday.com/media-buying/criteo-adds-to-the-ongoing-wave-of-ad-tech-layoffs/,61.0,Post-IPO,21-02-2023 19:10,France,62.75,Unknown
427,PeerStreet,Los Angeles,Real Estate,0.19600000000000004,21-02-2023,https://www.bizjournals.com/triangle/inno/stories/news/2023/02/21/more-tech-layoffs-hit-north-carolina.html,121.0,Series C,22-02-2023 02:50,United States,108.5,Unknown
428,Zalando,Berlin,Retail,0.24800000000000003,21-02-2023,https://www.reuters.com/business/retail-consumer/online-fashion-retailer-zalando-cutting-hundreds-jobs-2023-02-21/,467.0,Post-IPO,21-02-2023 19:12,Germany,154.25,Unknown
429,MyGate,Bengaluru,Other,0.3,20-02-2023,https://inc42.com/buzz/bengaluru-based-mygate-lays-off-30-workforce-amid-funding-winter/,79.0,Series B,20-02-2023 18:16,India,200.0,Unknown
430,Fireblocks,New York City,Crypto,0.05,20-02-2023,https://www.calcalistech.com/ctechnews/article/rksbjrxro,1000.0,Series E,22-02-2023 02:47,United States,30.0,Unknown
431,Kinde,Sydney,Other,0.28,20-02-2023,https://www.news.com.au/finance/work/at-work/sydney-technology-company-kinde-lays-off-285-of-staff-as-focus-moves-to-product-team/news-story/618e97ecfe4b7e088a6ff39a70a78bcb,10.0,Seed,20-02-2023 04:15,Australia,8.0,Unknown
432,Fipola,Chennai,Food,1.0,20-02-2023,https://www.medianews4u.com/meat-d2c-fipola-shuts-ops-liquidation-process-on-to-clear-dues-by-april-2023/,9.0,Series A,21-02-2023 06:04,United States,54.0,Unknown
433,HP,Tel Aviv,Hardware,0.525,19-02-2023,https://www.themarker.com/technation/2023-02-19/ty-article/.premium/00000186-692c-d22b-ad9e-7f6e08aa0000,4200.0,Post-IPO,20-02-2023 04:15,Israel,100.0,Unknown
434,Micron,Boise,Hardware,0.05,17-02-2023,https://www.ktvb.com/article/money/business/micron-workforce-reduction-15-percent-worldwide-computer-memory-semiconductors-technology/277-d45fa4ac-e85f-4594-8ced-af9f4dc8911a,50.0,Post-IPO,01-04-2023 02:06,United States,2400.0,Unknown
435,Tencent,Shenzen,Consumer,0.14333333333333334,17-02-2023,https://brandequity.economictimes.indiatimes.com/news/digital/tencent-says-is-making-personnel-adjustments-after-report-of-layoffs/97998975,12600.0,Post-IPO,17-02-2023 17:26,China,300.0,Unknown
436,Evernote,SF Bay Area,Consumer,0.2366666666666667,17-02-2023,https://techcrunch.com/2023/02/27/bending-spoons-lays-off-129-evernote-staffers/,290.0,Acquired,27-02-2023 17:20,United States,129.0,Unknown
437,Chipper Cash,SF Bay Area,Finance,0.33,17-02-2023,https://techweez.com/2023/02/18/chipper-cash-fires-a-third-of-its-workforce/,302.0,Series C,20-02-2023 18:18,United States,100.0,Unknown
438,Digimarc,Portland,Other,0.25333333333333335,17-02-2023,https://www.oregonlive.com/silicon-forest/2023/02/oregon-tech-company-digimarc-will-lay-off-17-of-its-workforce.html,105.0,Post-IPO,24-02-2023 05:05,United States,293.33333333333337,Unknown
439,Reserve,SF Bay Area,Crypto,0.17666666666666667,17-02-2023,https://www.linkedin.com/posts/constanza-ag%C3%BCero-ingravidi_job-board-reserves-talent-activity-7030942387006750720-abHD/,320.5,Unknown,03-03-2023 23:18,United States,486.6666666666667,https://myreserve.notion.site/myreserve/Job-board-Reserve-s-talent-8a042fa4c8364012b4ebd9d1c4897e1c
440,DocuSign,SF Bay Area,Sales,0.1,16-02-2023,https://www.cnbc.com/2023/02/16/docusign-layoffs-company-to-cut-10percent-of-workforce.html,536.0,Post-IPO,16-02-2023 15:33,United States,680.0,Unknown
441,Pico Interactive,SF Bay Area,Other,0.2,16-02-2023,https://pandaily.com/pico-starts-small-scale-layoffs-new-products-to-be-unveiled-in-april/,62.0,Acquired,16-02-2023 15:56,United States,400.0,Unknown
442,The RealReal,SF Bay Area,Retail,0.07,16-02-2023,https://www.theinformation.com/briefings/the-realreal-to-cut-7-of-headcount-close-some-stores-and-offices,356.0,Post-IPO,16-02-2023 17:45,United States,230.0,Unknown
443,Smartsheet,Seattle,Other,0.03,16-02-2023,https://www.bizjournals.com/seattle/news/2023/02/16/smartsheet-lays-off-85-employees-globally.html,152.0,Post-IPO,17-02-2023 21:30,United States,85.0,Unknown
444,Convoy,Atlanta,Logistics,0.045,16-02-2023,https://techcrunch.com/2023/02/16/trucking-app-convoy-layoffs-restructuring/,1100.0,Series E,16-02-2023 17:52,United States,227.5,Unknown
445,Wix,Tel Aviv,Marketing,0.06,15-02-2023,https://www.calcalistech.com/ctechnews/article/s1lsqn5as,58.0,Post-IPO,15-02-2023 21:00,Israel,370.0,Unknown
446,ServiceTitan,Los Angeles,Sales,0.08,15-02-2023,https://www.theinformation.com/briefings/servicetitan-cuts-8-percent-of-workforce,1100.0,Series G,16-02-2023 17:44,United States,221.0,Unknown
447,Neon,Sao Paulo,Finance,0.09,15-02-2023,https://www.seudinheiro.com/2023/empresas/unicornio-neon-banco-digital-demissao-em-massa-lils/,720.0,Series D,15-02-2023 21:58,Brazil,210.0,https://docs.google.com/spreadsheets/d/1HPjbndRJEq8OppLnQ17gjLKWGTLDCihH88KJ3ERr_10/htmlview#gid=0
448,Jellysmack,Paris,Media,0.1,15-02-2023,https://www.theinformation.com/articles/jellysmack-aims-to-cut-200-french-workers,22.0,Series C,16-02-2023 17:46,France,208.0,Unknown
449,DigitalOcean,New York City,Infrastructure,0.11,15-02-2023,https://www.theregister.com/2023/02/15/digitalocean_layoffs/,491.0,Post-IPO,15-02-2023 22:55,United States,200.0,https://docs.google.com/spreadsheets/d/1NFER_9iyOPHorGdML96zEbgfzcgN_5DqGJoRaCFipx0/edit?resourcekey#gid=1469096412
450,Sprinklr,New York City,Support,0.04,15-02-2023,https://techcrunch.com/2023/02/15/sprinklr-layoffs-2023/,429.0,Post-IPO,15-02-2023 19:05,United States,100.0,Unknown
451,Betterment,New York City,Finance,0.09333333333333334,15-02-2023,https://www.businessinsider.com/betterment-layoffs-digital-wealth-management-firm-cuts-costs-2023-2,435.0,Series F,16-02-2023 16:07,United States,28.0,Unknown
452,Divvy Homes,SF Bay Area,Real Estate,0.14666666666666667,15-02-2023,https://www.inman.com/2023/02/15/divvy-homes-employees-say-there-has-been-another-round-of-layoffs/,180.0,Series B,16-02-2023 20:55,United States,87.0,https://docs.google.com/spreadsheets/d/1S3xYkwoQWeVer925yoD3hWwgDJaoYWna7fsHPPkjCnY/edit#gid=1258079018
453,Milkrun,Sydney,Food,0.2,15-02-2023,https://www.smh.com.au/technology/milkrun-slashes-workforce-closes-delivery-hubs-in-cash-crunch-20230215-p5ckny.html,86.0,Series A,15-02-2023 19:04,Australia,146.0,Unknown
454,Momentive,SF Bay Area,Marketing,0.14,15-02-2023,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001739936/b9e6bc4a-1447-4316-be95-a69aca1214cb.pdf,1100.0,Post-IPO,17-02-2023 01:58,United States,205.0,Unknown
455,Observe.AI,SF Bay Area,Support,0.14333333333333334,15-02-2023,https://www.channelfutures.com/business-models/observe-ai-layoffs-could-impact-partners-ability-to-sell,214.0,Series C,16-02-2023 15:55,United States,264.0,Unknown
456,Religion of Sports,Los Angeles,Media,0.14666666666666667,15-02-2023,https://www.nytimes.com/2023/02/15/arts/podcast-industry-spotify.html,63.0,Series B,26-02-2023 02:10,United States,323.0,Unknown
457,Tackle,Boise,Other,0.15,15-02-2023,https://tackle.io/resources/company-news/tackle-update-from-ceo-john-jahnke/,148.0,Series C,15-02-2023 21:55,United States,382.0,Unknown
458,Vicarious Surgical,Boston,Healthcare,0.14,15-02-2023,https://www.medtechdive.com/news/RBOT-Vicarious-Baxter-BAX-layoffs/642848/,185.0,Post-IPO,16-02-2023 15:35,United States,441.0,Unknown
459,Blackbaud,Charleston,Other,0.14,14-02-2023,https://www.postandcourier.com/business/sc-tech-employer-blackbaud-has-cut-about-500-jobs-since-last-year/article_ef9dd60a-ac9b-11ed-8c4a-bbbeb9f0cda5.html,124.0,Post-IPO,15-02-2023 19:06,United States,500.0,Unknown
460,CommerceHub,Albany,Retail,0.31,14-02-2023,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,63.0,Acquired,15-02-2023 00:49,United States,371.0,Unknown
461,Dropp,Berlin,Retail,1.0,14-02-2023,https://www.businessinsider.de/gruenderszene/business/dropp-insolvenz-betrieb-eingestellt-arive/,2.0,Unknown,09-04-2023 15:22,Germany,60.0,Unknown
462,HackerEarth,SF Bay Area,HR,0.08,14-02-2023,https://inc42.com/buzz/prime-venture-backed-hackerearth-trims-workforce-introduces-pay-cut-globally/,11.0,Series B,14-02-2023 15:16,United States,420.0,Unknown
463,PhableCare,Bengaluru,Healthcare,0.7,14-02-2023,https://inc42.com/buzz/exclusive-hundreds-of-layoffs-delayed-salaries-is-kalaari-backed-phablecare-the-latest-startup-to-bite-the-dust/,40.0,Series B,15-02-2023 00:50,India,780.0,Unknown
464,Udemy,SF Bay Area,Education,0.1,14-02-2023,https://about.udemy.com/udemy-news/a-message-from-gregg-coccari-ceo-of-udemy/,311.0,Post-IPO,15-02-2023 00:53,United States,1140.0,Unknown
465,Twilio,SF Bay Area,Other,0.17,13-02-2023,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,614.0,Post-IPO,13-02-2023 16:24,United States,1500.0,Unknown
466,Electric,New York City,Other,0.25,13-02-2023,https://www.electric.ai/blog/open-letter-feb-2023,212.0,Series D,14-02-2023 15:14,United States,141.0,Unknown
467,EMX Digital,New York City,Marketing,1.0,13-02-2023,https://www.businessinsider.com/big-village-bankruptcy-emx-digital-employees-furious-about-layoffs-severance-2023-2,218.5,Unknown,24-02-2023 18:35,United States,100.0,Unknown
468,PetLove,Sao Paulo,Retail,0.535,13-02-2023,https://oglobo.globo.com/blogs/capital/post/2023/02/petlove-demite-quase-cem-funcionarios.ghtml,225.0,Series C,15-02-2023 21:57,Brazil,94.0,Unknown
469,iRobot,Boston,Consumer,0.07,13-02-2023,https://www.cnbc.com/2023/02/13/irobot-layoffs-7percent-of-workforce-at-roomba-maker-let-go.html,30.0,Acquired,14-02-2023 15:06,United States,85.0,Unknown
470,Collective Health,SF Bay Area,Healthcare,0.14666666666666667,13-02-2023,https://www.linkedin.com/feed/update/urn:li:activity:7031422708764581888/,719.0,Series F,15-02-2023 02:06,United States,54.0,Unknown
471,Magic Eden,SF Bay Area,Crypto,0.22333333333333333,13-02-2023,https://decrypt.co/121253/layoffs-hit-solana-nft-marketplace-magic-eden-sheds-22-employees,170.0,Series B,14-02-2023 15:12,United States,22.0,Unknown
472,Casavo,Milan,Real Estate,0.3,13-02-2023,https://casavo.com/blog/a-difficult-decision-to-strengthen-casavos-foundations-for-the-future/,708.0,Unknown,13-02-2023 17:48,Italy,89.6,Unknown
473,Foodpanda,Singapore,Food,0.2525,13-02-2023,https://www.techinasia.com/foodpanda-layoff-feb23,749.0,Acquired,14-02-2023 15:08,Singapore,157.2,Unknown
474,Getir,London,Food,0.205,13-02-2023,https://sifted.eu/articles/getir-layoff-uk-staff-gorillas-merger-news/,1800.0,Series E,14-02-2023 00:42,United Kingdom,224.79999999999998,Unknown
475,LinkedIn,SF Bay Area,Recruiting,0.15749999999999997,13-02-2023,https://www.theinformation.com/articles/microsofts-linkedin-lays-off-staff-amid-hiring-slowdown,154.0,Acquired,13-02-2023 20:53,United States,292.4,Unknown
476,Moladin,Jakarta,Transportation,0.11,12-02-2023,https://aimgroup.com/2023/02/12/used-car-marketplace-moladin-lays-off-360/,138.0,Series B,13-02-2023 17:52,Indonesia,360.0,Unknown
477,TripleLift,New York City,Marketing,0.2,10-02-2023,https://www.adexchanger.com/online-advertising/triplelift-announces-layoffs-the-latest-in-a-miserable-trend/,16.0,Acquired,13-02-2023 17:51,United States,100.0,Unknown
478,Titan Medical,Toronto,Healthcare,0.72,10-02-2023,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,278.0,Post-IPO,10-03-2023 15:59,Canada,48.0,Unknown
479,TikTok India,Mumbai,Consumer,0.45999999999999996,10-02-2023,https://www.livemint.com/technology/tech-news/tiktok-sacks-entire-india-staff-report-11676001745604.html,9400.0,Acquired,10-02-2023 16:57,India,40.0,Unknown
480,Syft Technologies,Auckland,Manufacturing,0.2,10-02-2023,https://www.stuff.co.nz/business/better-business/131199817/christchurch-tech-company-syft-to-shed-20-of-its-workforce,4770.0,Private Equity,22-04-2023 03:39,New Zealand,30.0,Unknown
481,Open Co,Sao Paulo,Finance,0.24000000000000002,10-02-2023,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0,140.0,Series D,15-02-2023 22:57,Brazil,422.5,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0
482,Rigetti Computing,SF Bay Area,Hardware,0.28,10-02-2023,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,298.0,Post-IPO,10-02-2023 22:04,United States,815.0,Unknown
483,Wonderschool,SF Bay Area,Education,0.24000000000000002,10-02-2023,https://docs.google.com/spreadsheets/d/1mbU0_yDWVexaz-zjeE5i6sDwx8NqWZd2Ru4ZdQxxYxQ/edit#gid=0,24.0,Series A,10-03-2023 19:55,United States,1207.5,https://docs.google.com/spreadsheets/d/1mbU0_yDWVexaz-zjeE5i6sDwx8NqWZd2Ru4ZdQxxYxQ/edit#gid=0
484,Yahoo,SF Bay Area,Consumer,0.2,09-02-2023,https://www.axios.com/2023/02/09/yahoo-layoffs-2023-tech-media-companies,6.0,Acquired,09-02-2023 19:04,United States,1600.0,Unknown
485,Misfits Market,Philadelphia,Food,0.33,09-02-2023,https://www.bizjournals.com/philadelphia/inno/stories/news/2023/02/09/misfits-market-layoffs-delanco-philadelphia.html,526.0,Series C,16-02-2023 15:45,United States,649.0,Unknown
486,Deliveroo,London,Food,0.09,09-02-2023,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,1700.0,Post-IPO,09-02-2023 16:21,United Kingdom,350.0,Unknown
487,Olive AI,Columbus,Healthcare,0.35,09-02-2023,https://www.axios.com/pro/health-tech-deals/2023/02/09/olive-ai-lays-off-third-company,856.0,Series H,10-02-2023 00:47,United States,215.0,https://docs.google.com/spreadsheets/d/1dGu7jbSjzgP0JqaYEMunouIS5S2tYK5McY2DBmehyRg/edit
488,Oportun,SF Bay Area,Finance,0.1,09-02-2023,https://seekingalpha.com/news/3934558-oportun-financial-to-lay-off-10-of-headcount-reports-q4-prelim-results,566.0,Post-IPO,02-03-2023 04:19,United States,155.0,Unknown
489,GitLab,SF Bay Area,Product,0.07,09-02-2023,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,413.0,Post-IPO,09-02-2023 15:53,United States,130.0,Unknown
490,Bark,New York City,Retail,0.12,09-02-2023,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,315.5,Post-IPO,10-02-2023 02:01,United States,126.0,https://docs.google.com/spreadsheets/d/19az7feguB2oPaVZmg91c4iYvOuwSbEEH-t1gSOUiMHM/edit#gid=304684298
491,Nomad Health,New York City,Healthcare,0.17,09-02-2023,https://www.forbes.com/sites/katiejennings/2023/02/09/staffing-marketplace-nomad-health-lays-off-20-of-workforce-employees-say/?sh=71b4037a1557,218.0,Unknown,10-02-2023 21:21,United States,119.0,https://docs.google.com/spreadsheets/d/1r5lHfTtqbVf5OYtrlqZNacxqvII-tM6N1luYYEL7wa0/edit#gid=0
